"Order Date","Customer ID","Product ID","Quantity","Customer Name","Email","Country","Coffee Type","Roast Type","Size","Unit Price"
"2020-12-18","88167-57964-PH","R-M-0.5",3,"Adelice Isabell","","United States","Rob","M",0.5,5.97
"2021-08-23","16106-36039-QS","E-L-0.5",3,"Yulma Dombrell","ydombrellbs@dedecms.com","United States","Exc","L",0.5,8.91
"2021-08-20","98921-82417-GN","R-D-1",2,"Alric Darth","adarthbt@t.co","United States","Rob","D",1.0,8.95
"2019-04-01","55265-75151-AK","R-L-0.2",4,"Manuel Darrigoe","mdarrigoebu@hud.gov","Ireland","Rob","L",0.2,3.585
"2021-01-28","47386-50743-FG","A-M-2.5",3,"Kynthia Berick","","United States","Ara","M",2.5,25.875
"2019-10-21","32622-54551-UC","R-L-1",5,"Minetta Ackrill","mackrillbw@bandcamp.com","United States","Rob","L",1.0,11.95
"2021-11-04","48419-02347-XP","R-D-0.2",2,"Melosa Kippen","mkippenby@dion.ne.jp","United States","Rob","D",0.2,2.685
"2021-04-05","14121-20527-OJ","E-D-2.5",3,"Witty Ranson","wransonbz@ted.com","Ireland","Exc","D",2.5,27.945
"2019-12-09","53486-73919-BQ","A-M-1",2,"Rod Gowdie","","United States","Ara","M",1.0,11.25
"2022-01-02","21889-94615-WT","L-M-2.5",6,"Lemuel Rignold","lrignoldc1@miibeian.gov.cn","United States","Lib","M",2.5,33.465
"2019-12-08","87726-16941-QW","A-M-1",6,"Nevsa Fields","","United States","Ara","M",1.0,11.25
"2021-11-28","03677-09134-BC","E-M-0.5",1,"Chance Rowthorn","crowthornc3@msn.com","United States","Exc","M",0.5,8.25
"2022-03-11","93224-71517-WV","L-L-0.2",2,"Orly Ryland","orylandc4@deviantart.com","United States","Lib","L",0.2,4.755
"2021-01-17","76263-95145-GJ","L-D-2.5",1,"Willabella Abramski","","United States","Lib","D",2.5,29.785
"2019-04-07","70624-19112-AO","E-L-0.5",4,"Chickie Ragless","craglessc7@webmd.com","Ireland","Exc","L",0.5,8.91
"2021-02-03","58916-61837-QH","A-M-2.5",4,"Freda Hollows","fhollowsc8@blogtalkradio.com","United States","Ara","M",2.5,25.875
"2019-04-18","89292-52335-YZ","E-D-1",3,"Livy Lathleiff","llathleiffc9@nationalgeographic.com","Ireland","Exc","D",1.0,12.15
"2021-07-07","77284-34297-YY","R-L-0.5",5,"Koralle Heads","kheadsca@jalbum.net","United States","Rob","L",0.5,7.17
"2021-02-23","50449-80974-BZ","E-L-0.2",5,"Theo Bowne","tbownecb@unicef.org","Ireland","Exc","L",0.2,4.455
"2021-08-10","08120-16183-AW","E-M-0.2",6,"Rasia Jacquemard","rjacquemardcc@acquirethisname.com","Ireland","Exc","M",0.2,4.125
"2019-11-15","68044-89277-ML","L-M-2.5",2,"Kizzie Warman","kwarmancd@printfriendly.com","Ireland","Lib","M",2.5,33.465
"2019-12-17","71364-35210-HS","L-M-0.5",1,"Wain Cholomin","wcholomince@about.com","United Kingdom","Lib","M",0.5,8.73
"2020-03-18","37177-68797-ON","R-M-0.5",3,"Arleen Braidman","abraidmancf@census.gov","United States","Rob","M",0.5,5.97
"2022-06-06","60308-06944-GS","R-L-0.5",1,"Pru Durban","pdurbancg@symantec.com","Ireland","Rob","L",0.5,7.17
"2021-05-20","49888-39458-PF","R-D-0.2",2,"Antone Harrold","aharroldch@miibeian.gov.cn","United States","Rob","D",0.2,2.685
"2021-01-11","60748-46813-DZ","L-L-0.2",5,"Sim Pamphilon","spamphilonci@mlb.com","Ireland","Lib","L",0.2,4.755
"2019-02-22","16385-11286-NX","R-D-2.5",2,"Mohandis Spurden","mspurdencj@exblog.jp","United States","Rob","D",2.5,20.585
"2021-11-24","68555-89840-GZ","A-L-0.2",3,"Morgen Seson","msesonck@census.gov","United States","Ara","L",0.2,3.885
"2019-01-18","68555-89840-GZ","L-D-0.5",2,"Morgen Seson","msesonck@census.gov","United States","Lib","D",0.5,7.77
"2022-01-18","72164-90254-EJ","L-L-0.5",4,"Nalani Pirrone","npirronecl@weibo.com","United States","Lib","L",0.5,9.51
"2021-08-13","67010-92988-CT","R-D-2.5",4,"Reube Cawley","rcawleycm@yellowbook.com","Ireland","Rob","D",2.5,20.585
"2020-01-11","15776-91507-GT","L-L-0.2",2,"Stan Barribal","sbarribalcn@microsoft.com","Ireland","Lib","L",0.2,4.755
"2020-07-05","23473-41001-CD","R-D-2.5",2,"Agnes Adamides","aadamidesco@bizjournals.com","United Kingdom","Rob","D",2.5,20.585
"2019-07-25","23446-47798-ID","L-L-0.5",5,"Carmelita Thowes","cthowescp@craigslist.org","United States","Lib","L",0.5,9.51
"2022-05-26","28327-84469-ND","A-M-1",4,"Rodolfo Willoway","rwillowaycq@admin.ch","United States","Ara","M",1.0,11.25
"2020-01-10","42466-87067-DT","L-L-0.2",5,"Alvis Elwin","aelwincr@privacy.gov.au","United States","Lib","L",0.2,4.755
"2019-05-17","62246-99443-HF","R-D-0.5",3,"Araldo Bilbrook","abilbrookcs@booking.com","Ireland","Rob","D",0.5,5.37
"2020-07-24","99869-55718-UU","R-D-0.2",4,"Ransell McKall","rmckallct@sakura.ne.jp","United Kingdom","Rob","D",0.2,2.685
"2020-10-20","77421-46059-RY","A-D-1",5,"Borg Daile","bdailecu@vistaprint.com","United States","Ara","D",1.0,9.95
"2019-09-22","49894-06550-OQ","E-M-1",2,"Adolphe Treherne","atrehernecv@state.tx.us","Ireland","Exc","M",1.0,13.75
"2020-06-07","72028-63343-SU","L-D-2.5",4,"Annetta Brentnall","abrentnallcw@biglobe.ne.jp","United Kingdom","Lib","D",2.5,29.785
"2019-12-15","10074-20104-NN","R-D-2.5",1,"Dick Drinkall","ddrinkallcx@psu.edu","United States","Rob","D",2.5,20.585
"2020-12-06","71769-10219-IM","A-D-0.2",3,"Dagny Kornel","dkornelcy@cyberchimps.com","United States","Ara","D",0.2,2.985
"2021-12-06","22221-71106-JD","A-D-0.5",1,"Rhona Lequeux","rlequeuxcz@newyorker.com","United States","Ara","D",0.5,5.97
"2020-07-11","99735-44927-OL","E-M-1",3,"Julius Mccaull","jmccaulld0@parallels.com","United States","Exc","M",1.0,13.75
"2022-04-05","90440-62727-HI","A-M-0.5",1,"Alberto Hutchinson","ahutchinsond2@imgur.com","United States","Ara","M",0.5,6.75
"2022-03-24","36769-16558-SX","L-M-2.5",4,"Lamond Gheeraert","","United States","Lib","M",2.5,33.465
"2020-02-08","10138-31681-SD","A-D-0.2",2,"Roxine Drivers","rdriversd4@hexun.com","United States","Ara","D",0.2,2.985
"2022-02-11","24669-76297-SF","A-L-1",2,"Heloise Zeal","hzeald5@google.de","United States","Ara","L",1.0,12.95
"2020-07-02","78050-20355-DI","E-M-2.5",1,"Granger Smallcombe","gsmallcombed6@ucla.edu","Ireland","Exc","M",2.5,31.625
"2022-07-25","79825-17822-UH","L-M-0.2",2,"Daryn Dibley","ddibleyd7@feedburner.com","United States","Lib","M",0.2,4.365
"2021-03-19","03990-21586-MQ","E-L-0.2",6,"Gardy Dimitriou","gdimitrioud8@chronoengine.com","United States","Exc","L",0.2,4.455
"2020-05-11","27493-46921-TZ","L-M-0.2",6,"Fanny Flanagan","fflanagand9@woothemes.com","United States","Lib","M",0.2,4.365
"2019-06-08","27132-68907-RC","E-M-0.2",1,"Ailey Brash","abrashda@plala.or.jp","United States","Exc","M",0.2,4.125
"2019-06-08","27132-68907-RC","E-M-2.5",4,"Ailey Brash","abrashda@plala.or.jp","United States","Exc","M",2.5,31.625
"2019-06-08","27132-68907-RC","R-D-1",6,"Ailey Brash","abrashda@plala.or.jp","United States","Rob","D",1.0,8.95
"2021-06-28","27132-68907-RC","E-L-0.2",5,"Ailey Brash","abrashda@plala.or.jp","United States","Exc","L",0.2,4.455
"2019-10-09","58816-74064-TF","R-L-1",2,"Nanny Izhakov","nizhakovdd@aol.com","United Kingdom","Rob","L",1.0,11.95
"2021-02-20","09818-59895-EH","E-D-2.5",5,"Stanly Keets","skeetsde@answers.com","United States","Exc","D",2.5,27.945
"2019-11-21","06488-46303-IZ","L-D-2.5",2,"Orion Dyott","","United States","Lib","D",2.5,29.785
"2021-10-10","93046-67561-AY","L-L-0.5",6,"Keefer Cake","kcakedg@huffingtonpost.com","United States","Lib","L",0.5,9.51
"2021-08-05","68946-40750-LK","R-L-0.2",6,"Morna Hansed","mhanseddh@instagram.com","Ireland","Rob","L",0.2,3.585
"2020-07-31","38387-64959-WW","L-M-0.5",6,"Franny Kienlein","fkienleindi@trellian.com","Ireland","Lib","M",0.5,8.73
"2020-09-19","48418-60841-CC","E-D-1",6,"Klarika Egglestone","kegglestonedj@sphinn.com","Ireland","Exc","D",1.0,12.15
"2020-05-03","13736-92418-JS","R-M-0.2",5,"Becky Semkins","bsemkinsdk@unc.edu","Ireland","Rob","M",0.2,2.985
"2019-07-08","33000-22405-LO","L-L-1",6,"Sean Lorenzetti","slorenzettidl@is.gd","United States","Lib","L",1.0,15.85
"2019-10-26","46959-60474-LT","L-D-0.5",2,"Bob Giannazzi","bgiannazzidm@apple.com","United States","Lib","D",0.5,7.77
"2020-09-27","73431-39823-UP","L-D-0.2",6,"Kendra Backshell","","United States","Lib","D",0.2,3.885
"2022-02-28","90993-98984-JK","E-M-0.2",1,"Uriah Lethbrig","ulethbrigdo@hc360.com","United States","Exc","M",0.2,4.125
"2020-09-16","06552-04430-AG","R-M-0.5",6,"Sky Farnish","sfarnishdp@dmoz.org","United Kingdom","Rob","M",0.5,5.97
"2020-10-28","54597-57004-QM","L-L-1",2,"Felicia Jecock","fjecockdq@unicef.org","United States","Lib","L",1.0,15.85
"2019-09-02","50238-24377-ZS","L-L-1",5,"Currey MacAllister","","United States","Lib","L",1.0,15.85
"2021-08-30","60370-41934-IF","E-D-0.2",3,"Hamlen Pallister","hpallisterds@ning.com","United States","Exc","D",0.2,3.645
"2021-06-04","06899-54551-EH","A-D-1",4,"Chantal Mersh","cmershdt@drupal.org","Ireland","Ara","D",1.0,9.95
"2020-06-21","80463-43913-WZ","R-D-0.2",3,"Malynda Purbrick","","Ireland","Rob","D",0.2,2.685
"2020-07-13","67204-04870-LG","R-L-1",4,"Alf Housaman","","United States","Rob","L",1.0,11.95
"2019-01-02","22721-63196-UJ","L-L-0.2",3,"Gladi Ducker","gduckerdx@patch.com","United Kingdom","Lib","L",0.2,4.755
"2019-01-02","22721-63196-UJ","L-D-1",4,"Gladi Ducker","gduckerdx@patch.com","United Kingdom","Lib","D",1.0,12.95
"2019-01-02","22721-63196-UJ","E-M-0.2",4,"Gladi Ducker","gduckerdx@patch.com","United Kingdom","Exc","M",0.2,4.125
"2019-01-02","22721-63196-UJ","R-M-0.2",4,"Gladi Ducker","gduckerdx@patch.com","United Kingdom","Rob","M",0.2,2.985
"2022-02-17","55515-37571-RS","L-M-0.2",6,"Wain Stearley","wstearleye1@census.gov","United States","Lib","M",0.2,4.365
"2020-12-19","25598-77476-CB","A-L-1",2,"Diane-marie Wincer","dwincere2@marriott.com","United States","Ara","L",1.0,12.95
"2019-02-20","14888-85625-TM","A-L-2.5",3,"Perry Lyfield","plyfielde3@baidu.com","United States","Ara","L",2.5,29.785
"2021-01-14","92793-68332-NR","L-D-0.5",6,"Heall Perris","hperrise4@studiopress.com","Ireland","Lib","D",0.5,7.77
"2021-11-06","66458-91190-YC","E-L-1",4,"Marja Urion","murione5@alexa.com","Ireland","Exc","L",1.0,14.85
"2019-03-20","66458-91190-YC","R-D-0.2",3,"Marja Urion","murione5@alexa.com","Ireland","Rob","D",0.2,2.685
"2020-07-14","66458-91190-YC","A-D-0.5",2,"Marja Urion","murione5@alexa.com","Ireland","Ara","D",0.5,5.97
"2019-11-16","66458-91190-YC","A-D-1",3,"Marja Urion","murione5@alexa.com","Ireland","Ara","D",1.0,9.95
"2020-11-24","66458-91190-YC","R-M-1",5,"Marja Urion","murione5@alexa.com","Ireland","Rob","M",1.0,9.95
"2019-12-04","64439-27325-LG","R-L-0.2",3,"Camellia Kid","ckide6@narod.ru","Ireland","Rob","L",0.2,3.585
"2020-07-31","78570-76770-LB","A-M-0.2",4,"Carolann Beine","cbeinee7@xinhuanet.com","United States","Ara","M",0.2,3.375
"2019-03-11","98661-69719-VI","L-L-1",3,"Celia Bakeup","cbakeupe8@globo.com","United States","Lib","L",1.0,15.85
"2022-05-10","82990-92703-IX","L-L-1",5,"Nataniel Helkin","nhelkine9@example.com","United States","Lib","L",1.0,15.85
"2021-12-25","49412-86877-VY","L-M-0.2",6,"Pippo Witherington","pwitheringtonea@networkadvertising.org","United States","Lib","M",0.2,4.365
"2022-04-22","70879-00984-FJ","R-L-0.5",3,"Tildie Tilzey","ttilzeyeb@hostgator.com","United States","Rob","L",0.5,7.17
"2022-06-11","53414-73391-CR","R-D-2.5",5,"Cindra Burling","","United States","Rob","D",2.5,20.585
"2022-04-27","43606-83072-OA","L-D-0.2",2,"Channa Belamy","","United States","Lib","D",0.2,3.885
"2020-12-29","84466-22864-CE","E-D-2.5",5,"Karl Imorts","kimortsee@alexa.com","United States","Exc","D",2.5,27.945
"2021-09-07","76499-89100-JQ","R-M-1",4,"Mag Armistead","marmisteadeg@blogtalkradio.com","United States","Rob","M",1.0,9.95
"2021-09-07","76499-89100-JQ","L-D-0.2",1,"Mag Armistead","marmisteadeg@blogtalkradio.com","United States","Lib","D",0.2,3.885
"2019-06-09","39582-35773-ZJ","R-M-0.5",5,"Vasili Upstone","vupstoneei@google.pl","United States","Rob","M",0.5,5.97
"2020-10-25","66240-46962-IO","L-D-2.5",1,"Berty Beelby","bbeelbyej@rediff.com","Ireland","Lib","D",2.5,29.785
"2021-02-28","10637-45522-ID","L-L-2.5",2,"Erny Stenyng","","United States","Lib","L",2.5,36.455
"2020-07-26","92599-58687-CS","R-D-0.2",5,"Edin Yantsurev","","United States","Rob","D",0.2,2.685
"2022-06-05","06058-48844-PI","E-M-2.5",4,"Webb Speechly","wspeechlyem@amazon.com","United States","Exc","M",2.5,31.625
"2019-02-21","53631-24432-SY","E-M-0.5",5,"Irvine Phillpot","iphillpoten@buzzfeed.com","United Kingdom","Exc","M",0.5,8.25
"2020-04-05","18275-73980-KL","E-L-0.5",6,"Lem Pennacci","lpennaccieo@statcounter.com","United States","Exc","L",0.5,8.91
"2019-01-10","23187-65750-HZ","R-M-1",6,"Starr Arpin","sarpinep@moonfruit.com","United States","Rob","M",1.0,9.95
"2022-04-12","22725-79522-GP","R-M-1",6,"Donny Fries","dfrieseq@cargocollective.com","United States","Rob","M",1.0,9.95
"2022-01-30","06279-72603-JE","R-D-1",5,"Rana Sharer","rsharerer@flavors.me","United States","Rob","D",1.0,8.95
"2021-05-14","83543-79246-ON","E-M-0.5",2,"Nannie Naseby","nnasebyes@umich.edu","United States","Exc","M",0.5,8.25
"2022-06-12","66794-66795-VW","R-D-0.5",4,"Rea Offell","","United States","Rob","D",0.5,5.37
"2022-01-02","95424-67020-AP","R-M-2.5",2,"Kris O'Cullen","koculleneu@ca.gov","Ireland","Rob","M",2.5,22.885
"2022-01-24","73017-69644-MS","L-L-0.2",2,"Timoteo Glisane","","Ireland","Lib","L",0.2,4.755
"2020-11-21","67423-10113-LM","E-D-2.5",4,"Hildegarde Brangan","hbranganex@woothemes.com","United States","Exc","D",2.5,27.945
"2021-10-13","48582-05061-RY","R-D-0.2",4,"Amii Gallyon","agallyoney@engadget.com","United States","Rob","D",0.2,2.685
"2021-10-19","32031-49093-KE","R-D-0.5",5,"Birgit Domange","bdomangeez@yahoo.co.jp","United States","Rob","D",0.5,5.37
"2019-04-29","31715-98714-OO","L-L-1",4,"Killian Osler","koslerf0@gmpg.org","United States","Lib","L",1.0,15.85
"2019-10-12","73759-17258-KA","A-D-2.5",1,"Lora Dukes","","Ireland","Ara","D",2.5,22.885
"2021-05-19","64897-79178-MH","A-M-2.5",4,"Zack Pellett","zpellettf2@dailymotion.com","United States","Ara","M",2.5,25.875
"2021-07-03","73346-85564-JB","R-L-2.5",2,"Ilaire Sprakes","isprakesf3@spiegel.de","United States","Rob","L",2.5,27.485
"2020-02-08","07476-13102-NJ","A-L-0.5",2,"Heda Fromant","hfromantf4@ucsd.edu","United States","Ara","L",0.5,7.77
"2020-10-16","87223-37422-SK","L-D-0.2",4,"Rufus Flear","rflearf5@artisteer.com","United Kingdom","Lib","D",0.2,3.885
"2020-10-23","57837-15577-YK","E-D-2.5",3,"Dom Milella","","Ireland","Exc","D",2.5,27.945
"2021-07-07","73647-66148-VM","E-L-0.2",3,"Bette-ann Munden","bmundenf8@elpais.com","United States","Exc","L",0.2,4.455
"2021-02-05","10142-55267-YO","E-L-0.2",4,"Wilek Lightollers","wlightollersf9@baidu.com","United States","Exc","L",0.2,4.455
"2021-03-10","10142-55267-YO","R-L-0.2",3,"Wilek Lightollers","wlightollersf9@baidu.com","United States","Rob","L",0.2,3.585
"2020-12-11","92976-19453-DT","L-D-0.2",6,"Nick Brakespear","nbrakespearfa@rediff.com","United States","Lib","D",0.2,3.885
"2022-05-13","89757-51438-HX","E-D-0.2",2,"Malynda Glawsop","mglawsopfb@reverbnation.com","United States","Exc","D",0.2,3.645
"2019-10-23","76192-13390-HZ","E-L-0.2",4,"Granville Alberts","galbertsfc@etsy.com","United Kingdom","Exc","L",0.2,4.455
"2020-09-11","02009-87294-SY","E-M-1",5,"Vasily Polglase","vpolglasefd@about.me","United States","Exc","M",1.0,13.75
"2019-09-29","82872-34456-LJ","R-L-2.5",2,"Madelaine Sharples","","United Kingdom","Rob","L",2.5,27.485
"2021-03-03","13181-04387-LI","E-M-1",6,"Sigfrid Busch","sbuschff@so-net.ne.jp","Ireland","Exc","M",1.0,13.75
"2021-11-23","24845-36117-TI","L-M-0.2",2,"Cissiee Raisbeck","craisbeckfg@webnode.com","United States","Lib","M",0.2,4.365
"2021-01-29","86646-65810-TD","L-D-0.2",4,"Kenton Wetherick","","United States","Lib","D",0.2,3.885
"2022-04-16","59480-02795-IU","A-L-1",3,"Reamonn Aynold","raynoldfj@ustream.tv","United States","Ara","L",1.0,12.95
"2021-07-24","61809-87758-LJ","E-M-2.5",6,"Hatty Dovydenas","","United States","Exc","M",2.5,31.625
"2019-08-11","77408-43873-RS","A-D-0.2",6,"Nathaniel Bloxland","","Ireland","Ara","D",0.2,2.985
"2019-07-23","18366-65239-WF","L-L-0.2",6,"Brendan Grece","bgrecefm@naver.com","United Kingdom","Lib","L",0.2,4.755
"2020-02-22","72072-33025-SD","R-L-0.5",2,"Abbe Thys","athysfo@cdc.gov","United States","Rob","L",0.5,7.17
"2020-07-19","58118-22461-GC","R-D-2.5",4,"Jackquelin Chugg","jchuggfp@about.me","United States","Rob","D",2.5,20.585
"2021-09-20","90940-63327-DJ","A-M-0.2",6,"Audra Kelston","akelstonfq@sakura.ne.jp","United States","Ara","M",0.2,3.375
"2021-05-02","64481-42546-II","R-L-2.5",6,"Elvina Angel","","Ireland","Rob","L",2.5,27.485
"2021-11-26","27536-28463-NJ","L-L-0.2",4,"Claiborne Mottram","cmottramfs@harvard.edu","United States","Lib","L",0.2,4.755
"2020-04-07","70140-82812-KD","A-M-0.5",4,"Donalt Sangwin","dsangwinfu@weebly.com","United States","Ara","M",0.5,6.75
"2022-01-31","91895-55605-LS","E-L-0.5",4,"Elizabet Aizikowitz","eaizikowitzfv@virginia.edu","United Kingdom","Exc","L",0.5,8.91
"2019-02-19","43155-71724-XP","A-D-0.2",2,"Herbie Peppard","","United States","Ara","D",0.2,2.985
"2019-11-12","32038-81174-JF","A-M-1",6,"Cornie Venour","cvenourfx@ask.com","United States","Ara","M",1.0,11.25
"2022-05-16","59205-20324-NB","R-L-0.2",6,"Maggy Harby","mharbyfy@163.com","United States","Rob","L",0.2,3.585
"2021-02-12","99899-54612-NX","L-M-2.5",2,"Reggie Thickpenny","rthickpennyfz@cafepress.com","United States","Lib","M",2.5,33.465
"2021-04-04","26248-84194-FI","A-D-0.2",6,"Phyllys Ormerod","pormerodg0@redcross.org","United States","Ara","D",0.2,2.985
"2021-08-02","19485-98072-PS","L-M-1",4,"Don Flintiff","dflintiffg1@e-recht24.de","United Kingdom","Lib","M",1.0,14.55
"2020-02-18","19485-98072-PS","A-D-2.5",6,"Don Flintiff","dflintiffg1@e-recht24.de","United Kingdom","Ara","D",2.5,22.885
"2020-06-09","19485-98072-PS","E-M-1",6,"Don Flintiff","dflintiffg1@e-recht24.de","United Kingdom","Exc","M",1.0,13.75
"2022-06-08","84493-71314-WX","A-M-0.5",5,"Tymon Zanetti","tzanettig2@gravatar.com","Ireland","Ara","M",0.5,6.75
"2022-06-08","84493-71314-WX","E-L-0.2",3,"Tymon Zanetti","tzanettig2@gravatar.com","Ireland","Exc","L",0.2,4.455
"2020-05-14","39789-43945-IV","E-L-1",3,"Reinaldos Kirtley","rkirtleyg4@hatena.ne.jp","United States","Exc","L",1.0,14.85
"2020-12-25","38972-89678-ZM","E-L-0.5",5,"Carney Clemencet","cclemencetg5@weather.com","United Kingdom","Exc","L",0.5,8.91
"2021-07-05","91465-84526-IJ","E-D-1",5,"Russell Donet","rdonetg6@oakley.com","United States","Exc","D",1.0,12.15
"2019-03-14","22832-98538-RB","R-L-0.2",1,"Sidney Gawen","sgaweng7@creativecommons.org","United States","Rob","L",0.2,3.585
"2021-03-07","30844-91890-ZA","R-L-0.2",6,"Rickey Readie","rreadieg8@guardian.co.uk","United States","Rob","L",0.2,3.585
"2020-02-06","88992-49081-AT","R-L-2.5",3,"Zilvia Claisse","","United States","Rob","L",2.5,27.485
"2021-03-12","10204-31464-SA","L-D-0.5",1,"Bar O' Mahony","bogb@elpais.com","United States","Lib","D",0.5,7.77
"2020-08-03","75156-80911-YT","R-M-0.5",2,"Valenka Stansbury","vstansburygc@unblog.fr","United States","Rob","M",0.5,5.97
"2019-07-25","53971-49906-PZ","E-L-2.5",6,"Daniel Heinonen","dheinonengd@printfriendly.com","United States","Exc","L",2.5,34.155
"2020-04-29","10728-17633-ST","E-M-2.5",2,"Jewelle Shenton","jshentonge@google.com.hk","United States","Exc","M",2.5,31.625
"2019-05-02","13549-65017-VE","R-D-0.2",3,"Jennifer Wilkisson","jwilkissongf@nba.com","United States","Rob","D",0.2,2.685
"2021-08-29","87688-42420-TO","A-M-2.5",2,"Kylie Mowat","","United States","Ara","M",2.5,25.875
"2020-04-23","05325-97750-WP","R-M-0.5",5,"Cody Verissimo","cverissimogh@theglobeandmail.com","United Kingdom","Rob","M",0.5,5.97
"2020-11-03","05325-97750-WP","L-L-2.5",3,"Cody Verissimo","cverissimogh@theglobeandmail.com","United Kingdom","Lib","L",2.5,36.455
"2020-03-13","05325-97750-WP","E-D-2.5",1,"Cody Verissimo","cverissimogh@theglobeandmail.com","United Kingdom","Exc","D",2.5,27.945
"2021-11-05","05325-97750-WP","E-M-0.5",2,"Cody Verissimo","cverissimogh@theglobeandmail.com","United Kingdom","Exc","M",0.5,8.25
"2019-02-16","51901-35210-UI","A-L-2.5",2,"Gabriel Starcks","gstarcksgi@abc.net.au","United States","Ara","L",2.5,29.785
"2021-11-27","62483-50867-OM","E-L-1",1,"Darby Dummer","","United Kingdom","Exc","L",1.0,14.85
"2021-11-23","92753-50029-SD","A-M-0.5",5,"Kienan Scholard","kscholardgk@sbwire.com","United States","Ara","M",0.5,6.75
"2021-12-02","53809-98498-SN","L-L-2.5",4,"Bo Kindley","bkindleygl@wikimedia.org","United States","Lib","L",2.5,36.455
"2019-01-06","66308-13503-KD","R-M-0.2",4,"Krissie Hammett","khammettgm@dmoz.org","United States","Rob","M",0.2,2.985
"2021-05-05","82458-87830-JE","A-D-0.2",4,"Alisha Hulburt","ahulburtgn@fda.gov","United States","Ara","D",0.2,2.985
"2021-10-23","41611-34336-WT","L-D-0.5",1,"Peyter Lauritzen","plauritzengo@photobucket.com","United States","Lib","D",0.5,7.77
"2019-12-16","70089-27418-UJ","R-L-2.5",4,"Aurelia Burgwin","aburgwingp@redcross.org","United States","Rob","L",2.5,27.485
"2019-05-18","99978-56910-BN","E-L-0.2",5,"Emalee Rolin","erolingq@google.fr","United States","Exc","L",0.2,4.455
"2019-07-14","09668-23340-IC","R-M-0.2",3,"Donavon Fowle","dfowlegr@epa.gov","United States","Rob","M",0.2,2.985
"2020-11-13","39457-62611-YK","L-D-2.5",4,"Jorge Bettison","","Ireland","Lib","D",2.5,29.785
"2020-07-16","90985-89807-RW","A-L-2.5",5,"Wang Powlesland","wpowleslandgt@soundcloud.com","United States","Ara","L",2.5,29.785
"2022-03-20","17816-67941-ZS","E-D-0.2",1,"Laurence Ellingham","lellinghamgv@sciencedaily.com","United States","Exc","D",0.2,3.645
"2022-02-16","90816-65619-LM","E-D-2.5",2,"Billy Neiland","","United States","Exc","D",2.5,27.945
"2020-11-12","69761-61146-KD","L-M-0.2",6,"Ancell Fendt","afendtgx@forbes.com","United States","Lib","M",0.2,4.365
"2019-10-05","24040-20817-QB","R-M-1",4,"Angelia Cleyburn","acleyburngy@lycos.com","United States","Rob","M",1.0,9.95
"2019-10-01","19524-21432-XP","E-L-2.5",2,"Temple Castiglione","tcastiglionegz@xing.com","United States","Exc","L",2.5,34.155
"2020-03-06","14398-43114-RV","A-M-0.2",4,"Betti Lacasa","","Ireland","Ara","M",0.2,3.375
"2019-10-23","41486-52502-QQ","R-M-0.5",1,"Gunilla Lynch","","United States","Rob","M",0.5,5.97
"2020-06-24","20236-64364-QL","L-L-2.5",2,"Shay Couronne","scouronneh3@mozilla.org","United States","Lib","L",2.5,36.455
"2021-03-16","29102-40100-TZ","E-M-2.5",4,"Linus Flippelli","lflippellih4@github.io","United Kingdom","Exc","M",2.5,31.625
"2020-04-07","09171-42203-EB","L-M-2.5",1,"Rachelle Elizabeth","relizabethh5@live.com","United States","Lib","M",2.5,33.465
"2021-09-30","29060-75856-UI","E-D-1",6,"Innis Renhard","irenhardh6@i2i.jp","United States","Exc","D",1.0,12.15
"2022-05-01","17088-16989-PL","L-D-0.5",2,"Winne Roche","wrocheh7@xinhuanet.com","United States","Lib","D",0.5,7.77
"2020-06-24","13324-78688-MI","A-L-1",6,"Cordy Odgaard","codgaardh9@nsw.gov.au","United States","Ara","L",1.0,12.95
"2019-03-03","73799-04749-BM","L-M-2.5",4,"Bertine Byrd","bbyrdha@4shared.com","United States","Lib","M",2.5,33.465
"2021-01-28","01927-46702-YT","E-D-1",1,"Nelie Garnson","","United Kingdom","Exc","D",1.0,12.15
"2020-06-28","80467-17137-TO","E-M-2.5",2,"Dianne Chardin","dchardinhc@nhs.uk","Ireland","Exc","M",2.5,31.625
"2020-07-05","14640-87215-BK","R-L-0.5",5,"Hailee Radbone","hradbonehd@newsvine.com","United States","Rob","L",0.5,7.17
"2019-03-02","94447-35885-HK","A-M-2.5",3,"Wallis Bernth","wbernthhe@miitbeian.gov.cn","United States","Ara","M",2.5,25.875
"2022-05-01","71034-49694-CS","E-M-2.5",2,"Byron Acarson","bacarsonhf@cnn.com","United States","Exc","M",2.5,31.625
"2022-04-29","00445-42781-KX","R-D-2.5",5,"Faunie Brigham","fbrighamhg@blog.com","Ireland","Rob","D",2.5,20.585
"2022-04-29","00445-42781-KX","A-D-0.2",1,"Faunie Brigham","fbrighamhg@blog.com","Ireland","Ara","D",0.2,2.985
"2022-04-29","00445-42781-KX","L-D-0.5",4,"Faunie Brigham","fbrighamhg@blog.com","Ireland","Lib","D",0.5,7.77
"2022-04-29","00445-42781-KX","E-L-0.2",6,"Faunie Brigham","fbrighamhg@blog.com","Ireland","Exc","L",0.2,4.455
"2021-01-21","14756-18321-CL","A-M-0.2",6,"Linn Alaway","lalawayhh@weather.com","United States","Ara","M",0.2,3.375
"2020-08-06","96116-24737-LV","E-L-0.5",4,"Marjorie Yoxen","myoxenhk@google.com","United States","Exc","L",0.5,8.91
